image_id,actual_count,predicted_count,accuracy(%)
1325,36.0,34.256664,95.1574
746,33.0,32.76561,99.28973
232,32.0,27.468092,85.83778
125,31.0,32.56673,94.94603
428,36.0,35.371716,98.25477
819,27.0,26.84415,99.42278
169,38.0,39.77245,95.33566
116,30.0,31.480425,95.06525
1089,28.0,26.717173,95.41847
987,45.0,42.85089,95.224205
1396,37.0,36.856285,99.61158
1425,37.0,35.268276,95.319664
416,37.0,34.405594,92.98809
142,33.0,31.084328,94.19493
1234,36.0,31.70283,88.063416
1294,29.0,29.155626,99.463356
763,49.0,44.226673,90.258514
1207,35.0,35.694225,98.0165
463,16.0,16.686409,95.709946
1244,34.0,34.66918,98.031815
79,35.0,32.44822,92.7092
1005,37.0,33.93713,91.72197
1491,28.0,26.82493,95.80332
572,23.0,23.54028,97.65096
16,16.0,16.29678,98.14513
495,22.0,23.123665,94.89243
351,32.0,29.082823,90.88382
1000,41.0,38.218296,93.215355
275,35.0,32.61601,93.1886
1192,38.0,36.97804,97.31063
272,37.0,32.61511,88.14894
1474,20.0,19.027515,95.13757
238,33.0,31.622671,95.82628
586,23.0,21.536089,93.63517
1313,25.0,25.223242,99.10703
695,28.0,25.74024,91.92943
1002,39.0,37.207912,95.40491
323,36.0,33.431828,92.86619
783,28.0,25.740557,91.93056
1359,26.0,25.235498,97.05961
1204,31.0,32.09354,96.47245
971,32.0,32.993675,96.89477
1467,35.0,31.553743,90.15355
527,20.0,19.495203,97.47601
1426,37.0,36.730312,99.27112
1171,33.0,32.87484,99.62073
176,36.0,34.19652,94.99034
359,37.0,36.633976,99.01074
44,20.0,19.854376,99.27188
417,38.0,36.067627,94.91481
345,36.0,32.876347,91.32318
1027,26.0,26.855288,96.710434
1402,30.0,30.766115,97.44628
102,26.0,27.153341,95.56407
108,32.0,30.038126,93.86914
1490,31.0,29.39572,94.824905
1053,29.0,27.081026,93.38285
965,29.0,30.852556,93.61188
381,34.0,31.57009,92.8532
245,35.0,32.073223,91.63778
1100,32.0,30.825378,96.32931
501,26.0,24.873806,95.66849
701,33.0,28.018,84.90303
129,34.0,34.6357,98.130295
240,23.0,20.375895,88.59084
1115,30.0,30.239672,99.201096
683,27.0,28.654356,93.87276
483,31.0,29.99546,96.75955
1306,29.0,28.437294,98.05963
276,33.0,34.40786,95.73376
583,21.0,22.131407,94.61235
204,31.0,27.682089,89.29706
33,21.0,22.147795,94.53431
1320,28.0,28.665466,97.62334
814,30.0,26.383688,87.945625
998,41.0,36.867847,89.92158
382,31.0,31.739264,97.61528
1074,31.0,30.226946,97.50628
1349,40.0,37.59338,93.98345
579,26.0,23.736582,91.29455
888,22.0,22.836182,96.19917
1326,39.0,36.546597,93.70922
1327,37.0,35.98165,97.2477
942,25.0,26.735806,93.05678
164,35.0,32.702988,93.43711
910,41.0,39.08283,95.323975
298,39.0,32.85754,84.25011
756,45.0,43.231915,96.07092
406,28.0,29.623983,94.20006
969,32.0,29.881046,93.37827
606,24.0,24.673096,97.195435
421,41.0,39.904217,97.327354
465,17.0,17.55525,96.733826
1188,47.0,45.420406,96.63916
940,28.0,27.441858,98.00664
193,31.0,28.41767,91.6699
675,22.0,24.58267,88.26059
352,32.0,32.433346,98.6458
859,25.0,24.957914,99.83166
64,23.0,23.278755,98.78802
1174,44.0,43.719933,99.36348
766,46.0,43.32708,94.1893
1441,30.0,30.061123,99.79626
262,18.0,18.535597,97.02446
343,36.0,33.07205,91.8668
1221,26.0,25.745272,99.02028
472,14.0,14.56464,95.96686
1335,39.0,39.636333,98.36838
199,27.0,28.010073,96.25899
1232,33.0,31.155085,94.40935
918,35.0,32.430378,92.658226
744,34.0,33.043575,97.18699
571,20.0,20.773668,96.13166
219,29.0,28.843538,99.46048
454,24.0,24.742289,96.90713
31,23.0,22.022106,95.74829
57,23.0,23.47783,97.92248
1211,40.0,41.57504,96.0624
1386,23.0,22.462305,97.66219
1066,39.0,41.17557,94.421616
431,30.0,28.921312,96.40437
725,46.0,41.02447,89.18363
1145,37.0,36.476025,98.58385
1006,38.0,34.762333,91.47983
1051,26.0,26.589325,97.73337
1346,41.0,38.175007,93.10977
1237,34.0,34.875065,97.42628
1236,34.0,34.102863,99.697464
1449,30.0,30.2904,99.032
621,29.0,26.604021,91.73801
1068,33.0,36.278088,90.0664
839,32.0,29.783253,93.07266
100,32.0,29.860424,93.31383
533,20.0,20.075884,99.62058
529,24.0,22.301863,92.92443
1347,39.0,36.822334,94.416245
1173,35.0,36.473286,95.79061
1179,46.0,45.88574,99.7516
630,23.0,19.832098,86.22652
1028,32.0,30.908665,96.58958
271,30.0,28.290874,94.30292
1342,35.0,32.680546,93.372986
627,22.0,22.620642,97.1789
1043,23.0,23.322773,98.59664
977,35.0,33.438393,95.53826
372,36.0,34.703815,96.39949
589,25.0,25.509981,97.960075
968,30.0,29.035501,96.785
1166,32.0,30.91698,96.61556
1147,40.0,36.93981,92.34953
237,36.0,36.440365,98.776764
597,18.0,17.487017,97.15009
963,31.0,30.495155,98.37147
1446,30.0,25.929758,86.432526
1164,34.0,32.585,95.838234
591,26.0,26.384024,98.52299
209,27.0,24.621506,91.190765
1075,30.0,30.906534,96.97822
900,41.0,37.811695,92.22365
354,34.0,30.176878,88.75552
59,27.0,26.490744,98.11387
304,22.0,23.387493,93.693214
1448,27.0,27.530508,98.03516
844,27.0,25.020082,92.66697
1262,24.0,23.761507,99.00628
1431,35.0,31.409819,89.74234
1210,40.0,37.681805,94.20451
368,36.0,32.628323,90.63423
1358,27.0,24.4165,90.43148
1198,29.0,29.062937,99.782974
1305,29.0,29.299807,98.96619
1233,32.0,29.636618,92.61443
705,33.0,31.337173,94.96113
234,34.0,33.120728,97.4139
619,26.0,24.491533,94.198204
197,36.0,35.499084,98.60857
1260,24.0,24.805681,96.643
82,35.0,37.790108,92.02827
1405,27.0,26.040937,96.447914
598,14.0,15.557099,88.87786
1157,26.0,27.852354,92.875565
112,27.0,25.381449,94.00536
1277,29.0,29.050634,99.8254
781,29.0,29.248678,99.14249
984,38.0,37.678852,99.15488
800,33.0,29.046358,88.019264
1266,37.0,30.109009,81.3757
1151,34.0,33.42967,98.322556
825,33.0,34.82324,94.47504
383,30.0,31.112547,96.29151
539,19.0,21.335081,87.7101
1494,26.0,25.628904,98.57271
1113,36.0,34.901234,96.94787
325,28.0,27.9596,99.85571
362,29.0,28.942955,99.80329
1488,26.0,25.518255,98.14713
1030,34.0,34.049816,99.853485
708,42.0,39.365158,93.72657
333,32.0,30.601452,95.62954
430,31.0,28.423147,91.68757
1243,32.0,34.820683,91.18536
426,36.0,34.123837,94.78844
629,22.0,22.695162,96.84017
1112,35.0,36.89188,94.59463
678,24.0,25.261969,94.7418
694,31.0,29.67973,95.741066
758,48.0,40.16439,83.67581
255,35.0,35.49777,98.577805
1095,30.0,29.401379,98.00459
917,31.0,31.5795,98.130646
1186,45.0,44.803875,99.56416
669,19.0,17.926031,94.347534
842,32.0,31.58893,98.71541
807,27.0,27.004274,99.98417
1457,35.0,32.78201,93.66288
87,31.0,28.314234,91.336235
1422,33.0,29.645937,89.836174
266,31.0,28.852613,93.072945
288,30.0,33.77204,87.42653
1484,25.0,23.379557,93.51823
893,30.0,30.311275,98.96242
1496,28.0,26.43773,94.42046
979,37.0,36.690235,99.162796
535,26.0,23.513922,90.438156
1001,39.0,37.56631,96.323875
222,40.0,38.445957,96.11489
114,46.0,43.5814,94.74218
673,23.0,20.854887,90.67342
584,20.0,20.67062,96.6469
175,36.0,34.3028,95.28555
536,26.0,20.793316,79.97429
1079,31.0,29.813648,96.17306
1177,48.0,44.09148,91.857254
1107,33.0,28.772326,87.188866
983,39.0,36.002674,92.31455
286,29.0,29.26417,99.08907
868,22.0,21.416185,97.3463
375,30.0,29.84025,99.4675
1197,29.0,27.8268,95.95448
32,22.0,22.498951,97.73204
552,29.0,23.962845,82.6305
211,27.0,29.091845,92.252426
1047,22.0,23.528856,93.05065
924,40.0,37.59534,93.98835
810,26.0,24.916414,95.83236
618,28.0,26.15227,93.40096
933,32.0,32.04813,99.849594
620,25.0,25.91458,96.34168
189,34.0,33.81659,99.460556
711,41.0,36.980885,90.19728
937,29.0,29.62881,97.83169
1169,32.0,31.045849,97.01828
1220,27.0,26.465914,98.021904
1098,33.0,32.5052,98.5006
902,46.0,43.657593,94.907814
84,44.0,42.755543,97.17169
702,32.0,29.964804,93.640015
49,28.0,23.859842,85.21372
1284,24.0,23.569933,98.20805
156,29.0,28.295324,97.57008
1152,33.0,32.412003,98.21819
1142,41.0,39.018917,95.16809
975,35.0,34.193745,97.69641
1058,38.0,36.29848,95.522316
