image_id,actual_count,predicted_count,accuracy(%)
seq_001737.jpg,14.0,35,-50.0
seq_001738.jpg,81.0,36,44.44
seq_001739.jpg,69.0,35,50.72
seq_001740.jpg,68.0,35,51.47
seq_001741.jpg,50.0,31,62.0
seq_001742.jpg,29.0,34,82.76
seq_001743.jpg,93.0,33,35.48
seq_001744.jpg,89.0,27,30.34
seq_001745.jpg,87.0,27,31.03
seq_001746.jpg,51.0,26,50.98
seq_001747.jpg,32.0,27,84.38
seq_001748.jpg,65.0,29,44.62
seq_001749.jpg,93.0,30,32.26
seq_001750.jpg,45.0,30,66.67
seq_001751.jpg,58.0,29,50.0
seq_001752.jpg,76.0,30,39.47
seq_001753.jpg,92.0,31,33.7
seq_001754.jpg,77.0,31,40.26
seq_001755.jpg,32.0,31,96.88
seq_001756.jpg,89.0,33,37.08
seq_001757.jpg,29.0,30,96.55
seq_001758.jpg,31.0,32,96.77
seq_001759.jpg,24.0,28,83.33
seq_001760.jpg,77.0,28,36.36
seq_001761.jpg,71.0,26,36.62
seq_001762.jpg,10.0,27,-70.0
seq_001763.jpg,68.0,27,39.71
seq_001764.jpg,20.0,26,70.0
seq_001765.jpg,33.0,25,75.76
seq_001766.jpg,18.0,24,66.67
seq_001767.jpg,28.0,22,78.57
seq_001768.jpg,70.0,21,30.0
seq_001769.jpg,21.0,22,95.24
seq_001770.jpg,26.0,20,76.92
seq_001771.jpg,33.0,22,66.67
seq_001772.jpg,98.0,20,20.41
seq_001773.jpg,63.0,23,36.51
seq_001774.jpg,72.0,24,33.33
seq_001775.jpg,12.0,25,-8.33
seq_001776.jpg,39.0,27,69.23
seq_001777.jpg,28.0,28,100.0
seq_001778.jpg,72.0,29,40.28
seq_001779.jpg,16.0,30,12.5
seq_001780.jpg,71.0,31,43.66
seq_001781.jpg,59.0,32,54.24
seq_001782.jpg,13.0,34,-61.54
seq_001783.jpg,42.0,32,76.19
seq_001784.jpg,68.0,34,50.0
seq_001785.jpg,87.0,34,39.08
seq_001786.jpg,28.0,33,82.14
seq_001787.jpg,22.0,30,63.64
seq_001788.jpg,20.0,28,60.0
seq_001789.jpg,45.0,26,57.78
seq_001790.jpg,31.0,25,80.65
seq_001791.jpg,73.0,27,36.99
seq_001792.jpg,33.0,28,84.85
seq_001793.jpg,42.0,31,73.81
seq_001794.jpg,66.0,32,48.48
seq_001795.jpg,40.0,28,70.0
seq_001796.jpg,19.0,28,52.63
seq_001797.jpg,19.0,29,47.37
seq_001798.jpg,42.0,27,64.29
seq_001799.jpg,99.0,30,30.3
seq_001800.jpg,43.0,33,76.74
seq_001801.jpg,78.0,32,41.03
seq_001802.jpg,27.0,30,88.89
seq_001803.jpg,11.0,33,-100.0
seq_001804.jpg,76.0,31,40.79
seq_001805.jpg,85.0,31,36.47
seq_001806.jpg,93.0,29,31.18
seq_001807.jpg,38.0,28,73.68
seq_001808.jpg,59.0,29,49.15
seq_001809.jpg,66.0,31,46.97
seq_001810.jpg,55.0,32,58.18
seq_001811.jpg,59.0,33,55.93
seq_001812.jpg,29.0,35,79.31
seq_001813.jpg,76.0,34,44.74
seq_001814.jpg,95.0,34,35.79
seq_001815.jpg,35.0,35,100.0
seq_001816.jpg,28.0,32,85.71
seq_001817.jpg,74.0,33,44.59
seq_001818.jpg,80.0,31,38.75
seq_001819.jpg,26.0,32,76.92
seq_001820.jpg,69.0,35,50.72
seq_001821.jpg,22.0,35,40.91
seq_001822.jpg,39.0,36,92.31
seq_001823.jpg,28.0,37,67.86
seq_001824.jpg,22.0,33,50.0
seq_001825.jpg,44.0,35,79.55
seq_001826.jpg,80.0,34,42.5
seq_001827.jpg,62.0,34,54.84
seq_001828.jpg,62.0,34,54.84
seq_001829.jpg,84.0,34,40.48
seq_001830.jpg,93.0,36,38.71
seq_001831.jpg,50.0,32,64.0
seq_001832.jpg,83.0,32,38.55
seq_001833.jpg,96.0,31,32.29
seq_001834.jpg,14.0,32,-28.57
seq_001835.jpg,26.0,32,76.92
seq_001836.jpg,76.0,30,39.47
seq_001837.jpg,64.0,33,51.56
seq_001838.jpg,95.0,35,36.84
seq_001839.jpg,19.0,34,21.05
seq_001840.jpg,73.0,36,49.32
seq_001841.jpg,66.0,36,54.55
seq_001842.jpg,95.0,35,36.84
seq_001843.jpg,19.0,37,5.26
seq_001844.jpg,50.0,34,68.0
seq_001845.jpg,76.0,37,48.68
seq_001846.jpg,51.0,37,72.55
seq_001847.jpg,67.0,37,55.22
seq_001848.jpg,49.0,38,77.55
seq_001849.jpg,25.0,40,40.0
seq_001850.jpg,19.0,39,-5.26
seq_001851.jpg,83.0,40,48.19
seq_001852.jpg,10.0,38,-180.0
seq_001853.jpg,13.0,41,-115.38
seq_001854.jpg,19.0,41,-15.79
seq_001855.jpg,16.0,39,-43.75
seq_001856.jpg,72.0,34,47.22
seq_001857.jpg,77.0,34,44.16
seq_001858.jpg,49.0,32,65.31
seq_001859.jpg,75.0,30,40.0
seq_001860.jpg,80.0,31,38.75
seq_001861.jpg,26.0,29,88.46
seq_001862.jpg,48.0,32,66.67
seq_001863.jpg,60.0,31,51.67
seq_001864.jpg,26.0,31,80.77
seq_001865.jpg,97.0,32,32.99
seq_001866.jpg,46.0,32,69.57
seq_001867.jpg,77.0,30,38.96
seq_001868.jpg,34.0,30,88.24
seq_001869.jpg,38.0,35,92.11
seq_001870.jpg,88.0,37,42.05
seq_001871.jpg,38.0,36,94.74
seq_001872.jpg,61.0,36,59.02
seq_001873.jpg,36.0,38,94.44
seq_001874.jpg,90.0,40,44.44
seq_001875.jpg,56.0,35,62.5
seq_001876.jpg,81.0,37,45.68
seq_001877.jpg,21.0,35,33.33
seq_001878.jpg,31.0,39,74.19
seq_001879.jpg,82.0,39,47.56
seq_001880.jpg,99.0,41,41.41
seq_001881.jpg,32.0,42,68.75
seq_001882.jpg,77.0,40,51.95
seq_001883.jpg,43.0,38,88.37
seq_001884.jpg,62.0,33,53.23
seq_001885.jpg,28.0,33,82.14
seq_001886.jpg,52.0,34,65.38
seq_001887.jpg,91.0,38,41.76
seq_001888.jpg,40.0,36,90.0
seq_001889.jpg,62.0,35,56.45
seq_001890.jpg,56.0,35,62.5
seq_001891.jpg,55.0,33,60.0
seq_001892.jpg,44.0,31,70.45
seq_001893.jpg,41.0,29,70.73
seq_001894.jpg,71.0,29,40.85
seq_001895.jpg,77.0,30,38.96
seq_001896.jpg,62.0,31,50.0
seq_001897.jpg,19.0,27,57.89
seq_001898.jpg,52.0,29,55.77
seq_001899.jpg,99.0,29,29.29
seq_001900.jpg,91.0,28,30.77
seq_001901.jpg,52.0,30,57.69
seq_001902.jpg,73.0,30,41.1
seq_001903.jpg,89.0,29,32.58
seq_001904.jpg,32.0,30,93.75
seq_001905.jpg,77.0,33,42.86
seq_001906.jpg,53.0,34,64.15
seq_001907.jpg,99.0,31,31.31
seq_001908.jpg,67.0,28,41.79
seq_001909.jpg,55.0,29,52.73
seq_001910.jpg,72.0,29,40.28
seq_001911.jpg,99.0,30,30.3
seq_001912.jpg,17.0,29,29.41
seq_001913.jpg,80.0,29,36.25
seq_001914.jpg,32.0,28,87.5
seq_001915.jpg,91.0,31,34.07
seq_001916.jpg,12.0,32,-66.67
seq_001917.jpg,53.0,33,62.26
seq_001918.jpg,82.0,31,37.8
seq_001919.jpg,30.0,32,93.33
seq_001920.jpg,12.0,34,-83.33
seq_001921.jpg,83.0,34,40.96
seq_001922.jpg,73.0,30,41.1
seq_001923.jpg,59.0,29,49.15
seq_001924.jpg,72.0,32,44.44
seq_001925.jpg,23.0,31,65.22
seq_001926.jpg,10.0,34,-140.0
seq_001927.jpg,25.0,36,56.0
seq_001928.jpg,18.0,34,11.11
seq_001929.jpg,61.0,34,55.74
seq_001930.jpg,35.0,32,91.43
seq_001931.jpg,80.0,29,36.25
seq_001932.jpg,37.0,30,81.08
seq_001933.jpg,77.0,30,38.96
seq_001934.jpg,36.0,29,80.56
seq_001935.jpg,14.0,29,-7.14
seq_001936.jpg,68.0,29,42.65
seq_001937.jpg,35.0,30,85.71
seq_001938.jpg,42.0,30,71.43
seq_001939.jpg,45.0,29,64.44
seq_001940.jpg,45.0,29,64.44
seq_001941.jpg,30.0,31,96.67
seq_001942.jpg,42.0,27,64.29
seq_001943.jpg,14.0,26,14.29
seq_001944.jpg,94.0,26,27.66
seq_001945.jpg,89.0,26,29.21
seq_001946.jpg,73.0,26,35.62
seq_001947.jpg,60.0,27,45.0
seq_001948.jpg,85.0,25,29.41
seq_001949.jpg,50.0,25,50.0
seq_001950.jpg,36.0,28,77.78
seq_001951.jpg,84.0,31,36.9
seq_001952.jpg,74.0,31,41.89
seq_001953.jpg,20.0,32,40.0
seq_001954.jpg,87.0,28,32.18
seq_001955.jpg,39.0,30,76.92
seq_001956.jpg,29.0,34,82.76
seq_001957.jpg,90.0,33,36.67
seq_001958.jpg,72.0,32,44.44
seq_001959.jpg,32.0,28,87.5
seq_001960.jpg,66.0,28,42.42
seq_001961.jpg,73.0,26,35.62
seq_001962.jpg,99.0,26,26.26
seq_001963.jpg,38.0,27,71.05
seq_001964.jpg,72.0,28,38.89
seq_001965.jpg,41.0,28,68.29
seq_001966.jpg,68.0,31,45.59
seq_001967.jpg,76.0,30,39.47
seq_001968.jpg,91.0,31,34.07
seq_001969.jpg,25.0,29,84.0
seq_001970.jpg,90.0,29,32.22
seq_001971.jpg,19.0,27,57.89
seq_001972.jpg,54.0,33,61.11
seq_001973.jpg,61.0,34,55.74
seq_001974.jpg,74.0,30,40.54
seq_001975.jpg,30.0,29,96.67
seq_001976.jpg,58.0,29,50.0
seq_001977.jpg,88.0,29,32.95
seq_001978.jpg,29.0,29,100.0
seq_001979.jpg,25.0,30,80.0
seq_001980.jpg,23.0,32,60.87
seq_001981.jpg,96.0,33,34.38
seq_001982.jpg,32.0,33,96.88
seq_001983.jpg,96.0,32,33.33
seq_001984.jpg,60.0,32,53.33
seq_001985.jpg,20.0,35,25.0
seq_001986.jpg,73.0,33,45.21
seq_001987.jpg,96.0,31,32.29
seq_001988.jpg,48.0,29,60.42
seq_001989.jpg,50.0,29,58.0
seq_001990.jpg,10.0,27,-70.0
seq_001991.jpg,84.0,27,32.14
seq_001992.jpg,73.0,26,35.62
seq_001993.jpg,85.0,27,31.76
seq_001994.jpg,13.0,28,-15.38
seq_001995.jpg,94.0,26,27.66
seq_001996.jpg,26.0,25,96.15
seq_001997.jpg,82.0,28,34.15
seq_001998.jpg,87.0,24,27.59
seq_001999.jpg,78.0,27,34.62
seq_002000.jpg,42.0,27,64.29
