image_id,actual_count,predicted_count,accuracy(%)
seq_001876.jpg,81.0,44.1,54.45
seq_001877.jpg,21.0,41.14,4.08
seq_001878.jpg,31.0,42.41,63.18
seq_001879.jpg,82.0,43.5,53.05
seq_001880.jpg,99.0,43.22,43.66
seq_001881.jpg,32.0,46.75,53.92
seq_001882.jpg,77.0,42.22,54.83
seq_001883.jpg,43.0,44.17,97.27
seq_001884.jpg,62.0,39.87,64.3
seq_001885.jpg,28.0,40.21,56.4
seq_001886.jpg,52.0,39.96,76.85
seq_001887.jpg,91.0,43.04,47.29
seq_001888.jpg,40.0,41.92,95.2
seq_001889.jpg,62.0,39.19,63.21
seq_001890.jpg,56.0,40.56,72.43
seq_001891.jpg,55.0,38.45,69.91
seq_001892.jpg,44.0,37.44,85.09
seq_001893.jpg,41.0,36.51,89.06
seq_001894.jpg,71.0,37.84,53.3
seq_001895.jpg,77.0,36.34,47.19
seq_001896.jpg,62.0,36.73,59.24
seq_001897.jpg,19.0,36.48,8.02
seq_001898.jpg,52.0,37.13,71.4
seq_001899.jpg,99.0,36.04,36.41
seq_001900.jpg,91.0,35.61,39.13
seq_001901.jpg,52.0,36.9,70.96
seq_001902.jpg,73.0,36.56,50.08
seq_001903.jpg,89.0,36.5,41.01
seq_001904.jpg,32.0,37.49,82.85
seq_001905.jpg,77.0,38.46,49.95
seq_001906.jpg,53.0,40.67,76.73
seq_001907.jpg,99.0,36.93,37.3
seq_001908.jpg,67.0,34.59,51.63
seq_001909.jpg,55.0,35.54,64.63
seq_001910.jpg,72.0,34.37,47.74
seq_001911.jpg,99.0,35.79,36.15
seq_001912.jpg,17.0,36.18,0.0
seq_001913.jpg,80.0,37.35,46.68
seq_001914.jpg,32.0,34.67,91.66
seq_001915.jpg,91.0,36.81,40.45
seq_001916.jpg,12.0,38.16,0.0
seq_001917.jpg,53.0,39.01,73.61
seq_001918.jpg,82.0,36.82,44.9
seq_001919.jpg,30.0,38.95,70.17
seq_001920.jpg,12.0,39.7,0.0
seq_001921.jpg,83.0,41.11,49.53
seq_001922.jpg,73.0,35.46,48.58
seq_001923.jpg,59.0,37.23,63.1
seq_001924.jpg,72.0,37.74,52.42
seq_001925.jpg,23.0,40.32,24.68
seq_001926.jpg,10.0,38.89,0.0
seq_001927.jpg,25.0,41.49,34.04
seq_001928.jpg,18.0,39.86,0.0
seq_001929.jpg,61.0,36.5,59.83
seq_001930.jpg,35.0,35.97,97.24
seq_001931.jpg,80.0,35.46,44.32
seq_001932.jpg,37.0,36.99,99.99
seq_001933.jpg,77.0,36.18,46.99
seq_001934.jpg,36.0,34.87,96.86
seq_001935.jpg,14.0,36.8,0.0
seq_001936.jpg,68.0,36.13,53.13
seq_001937.jpg,35.0,36.59,95.45
seq_001938.jpg,42.0,35.07,83.5
seq_001939.jpg,45.0,36.85,81.88
seq_001940.jpg,45.0,35.45,78.79
seq_001941.jpg,30.0,36.6,77.98
seq_001942.jpg,42.0,32.27,76.84
seq_001943.jpg,14.0,32.5,0.0
seq_001944.jpg,94.0,34.35,36.54
seq_001945.jpg,89.0,33.28,37.39
seq_001946.jpg,73.0,32.46,44.46
seq_001947.jpg,60.0,32.44,54.07
seq_001948.jpg,85.0,33.98,39.98
seq_001949.jpg,50.0,36.0,72.0
seq_001950.jpg,36.0,40.25,88.2
seq_001951.jpg,84.0,40.84,48.62
seq_001952.jpg,74.0,41.59,56.2
seq_001953.jpg,20.0,38.2,9.02
seq_001954.jpg,87.0,37.42,43.02
seq_001955.jpg,39.0,38.19,97.93
seq_001956.jpg,29.0,41.03,58.53
seq_001957.jpg,90.0,38.72,43.02
seq_001958.jpg,72.0,36.76,51.06
seq_001959.jpg,32.0,36.81,84.96
seq_001960.jpg,66.0,36.6,55.45
seq_001961.jpg,73.0,32.8,44.93
seq_001962.jpg,99.0,33.58,33.92
seq_001963.jpg,38.0,35.0,92.1
seq_001964.jpg,72.0,37.54,52.14
seq_001965.jpg,41.0,36.08,88.01
seq_001966.jpg,68.0,37.14,54.62
seq_001967.jpg,76.0,38.14,50.18
seq_001968.jpg,91.0,38.27,42.06
seq_001969.jpg,25.0,34.78,60.88
seq_001970.jpg,90.0,34.93,38.81
seq_001971.jpg,19.0,33.48,23.81
seq_001972.jpg,54.0,41.16,76.21
seq_001973.jpg,61.0,39.25,64.35
seq_001974.jpg,74.0,38.55,52.09
seq_001975.jpg,30.0,37.76,74.14
seq_001976.jpg,58.0,35.41,61.06
seq_001977.jpg,88.0,34.49,39.19
seq_001978.jpg,29.0,35.85,76.37
seq_001979.jpg,25.0,36.96,52.16
seq_001980.jpg,23.0,39.73,27.26
seq_001981.jpg,96.0,40.11,41.79
seq_001982.jpg,32.0,37.67,82.29
seq_001983.jpg,96.0,39.4,41.04
seq_001984.jpg,60.0,38.07,63.45
seq_001985.jpg,20.0,40.67,0.0
seq_001986.jpg,73.0,41.01,56.18
seq_001987.jpg,96.0,39.22,40.85
seq_001988.jpg,48.0,36.3,75.63
seq_001989.jpg,50.0,36.98,73.96
seq_001990.jpg,10.0,32.09,0.0
seq_001991.jpg,84.0,35.43,42.18
seq_001992.jpg,73.0,35.89,49.16
seq_001993.jpg,85.0,34.55,40.64
seq_001994.jpg,13.0,33.36,0.0
seq_001995.jpg,94.0,32.42,34.49
seq_001996.jpg,26.0,31.82,77.63
seq_001997.jpg,82.0,30.12,36.73
seq_001998.jpg,87.0,29.93,34.4
seq_001999.jpg,78.0,32.89,42.16
seq_002000.jpg,42.0,33.66,80.15
